client_id,date,amount,segment,channel,country,declared_income,days_until_last_observed_transaction
C0188,2025-04-14,14063.291837011027,regular,app,RU,40342.7858121426,74
C0164,2025-06-17,17164.932056783106,regular,app,RU,95269.62263734348,10
C0007,2025-06-26,30502.75062302118,opportunistic,manager,RU,51048.07840727318,0
C0322,2025-03-08,6096.637218694014,regular,app,RU,89967.3339755547,96
C0149,2025-02-08,6371.239582981891,regular,web,BY,27968.453975938126,134
C0271,2025-05-07,14891.09456830065,regular,app,RU,41028.573339414696,44
C0389,2025-03-11,12791.130758747871,regular,app,RU,66611.28251620958,109
C0221,2025-06-26,1741.7105292978376,regular,manager,RU,100670.64887680218,0
C0359,2025-06-25,18865.515984928563,regular,manager,RU,69875.41513535524,4
C0332,2025-04-23,15976.615258432343,regular,app,KZ,96486.84621670823,66
C0276,2025-01-18,7121.790800217207,regular,app,RU,65535.05343619635,160
C0289,2025-06-07,15104.634579058926,regular,app,RU,104787.97930192667,11
C0239,2025-01-04,2625.2510135923867,regular,app,RU,85744.30607535798,172
C0011,2025-04-05,15661.059799348837,regular,app,RU,100516.10043231638,82
C0284,2025-05-25,4488.004572637159,regular,app,RU,16145.402480594568,28
C0315,2025-06-05,33475.93544676127,regular,manager,BY,122043.30752195237,16
C0103,2025-01-17,8110.815755102362,regular,web,RU,41425.609103306146,161
C0013,2025-05-07,16444.8414704048,opportunistic,manager,AM,,53
C0018,2025-05-02,4921.57305344272,regular,app,RU,53286.71637060531,44
C0079,2025-06-25,138399.22604085153,opportunistic,manager,RU,,0
C0357,2025-03-09,38011.20342839497,opportunistic,web,RU,37746.851199622164,109
C0363,2025-06-08,15736.740407635818,regular,web,RU,53936.128335688154,4
C0199,2025-01-09,3196.1764013561883,regular,app,RU,98019.14203306024,168
C0003,2025-01-23,2122.7361336719514,new,app,RU,77030.04338975502,154
C0145,2025-06-23,22161.552441384134,regular,app,RU,54231.990145770134,6
C0328,2025-04-01,12299.451045644842,regular,app,KZ,65732.80809874619,85
C0271,2025-04-16,13010.990510946094,regular,app,RU,41028.573339414696,65
C0343,2025-02-03,20246.410139812244,opportunistic,manager,RU,,125
C0137,2025-01-30,4479.937592919558,new,app,RU,137954.80147892743,107
C0276,2025-04-09,7397.500133929783,regular,web,RU,65535.05343619635,79
C0059,2025-05-16,5108.071770590954,regular,web,RU,54801.21350948494,39
C0306,2025-06-19,33472.12990206429,regular,app,RU,57805.035774570744,3
C0239,2025-01-01,6617.120154131076,regular,app,RU,85744.30607535798,175
C0134,2025-02-24,16536.45315641535,regular,app,RU,162091.34627439242,124
C0140,2025-06-07,5341.271924815777,regular,app,AM,,19
C0276,2025-06-16,32034.501951673672,regular,manager,RU,65535.05343619635,11
C0099,2025-04-17,16325.218259907468,regular,manager,BY,,73
C0128,2025-02-27,10393.114962702268,regular,app,RU,63110.63911316603,122
C0059,2025-02-11,3884.9208269319574,regular,web,RU,54801.21350948494,133
C0119,2025-05-13,13472.746477510495,regular,app,RU,12958.52483784047,46
C0159,2025-06-25,61423.7684862695,opportunistic,manager,RU,57563.40627579265,0
C0186,2025-05-13,136920.99962334923,opportunistic,app,RU,,13
C0037,2025-04-22,2833.566329324639,regular,app,KZ,47718.755959578484,26
C0225,2025-04-02,26420.378462247212,regular,app,RU,37463.80596379556,81
C0204,2025-03-14,6701.785905224125,regular,web,RU,,104
C0380,2025-03-06,19243.455536071084,opportunistic,manager,RU,24810.292808637114,39
C0392,2025-01-15,5693.261438925033,regular,app,RU,82318.01174628778,155
C0071,2025-01-15,40091.760257668866,regular,app,RU,119602.86638084592,163
C0113,2025-03-16,16718.50800888909,regular,app,RU,22138.056114061816,101
C0088,2025-06-19,2669.047593995176,regular,app,RU,73271.65445707022,5
C0075,2025-02-24,5373.359642583193,regular,app,RU,78641.08221028118,123
C0267,2025-03-16,12084.012376911394,regular,app,BY,165601.26935907674,101
C0272,2025-03-30,18391.918073417142,regular,app,RU,72952.79470233107,59
C0324,2025-04-21,13835.88994428244,regular,manager,RU,94477.46126382126,63
C0097,2025-06-07,7386.0455296652135,regular,manager,AM,69587.21229131967,18
C0200,2025-04-24,7357.391631281998,regular,app,RU,198493.78958835345,61
C0161,2025-03-09,14729.125236616423,regular,app,RU,,112
C0071,2025-01-27,17106.57479679184,regular,web,RU,119602.86638084592,151
C0307,2025-05-08,11719.074466745225,regular,app,KZ,111706.42563456245,49
C0051,2025-02-19,16325.834450043614,regular,app,AM,49333.31383761302,129
C0216,2025-06-09,40516.51704750862,opportunistic,app,RU,48163.3487761787,1
C0065,2025-03-13,52471.558903311736,opportunistic,web,RU,61566.57313890205,107
C0324,2025-02-17,10478.025254738239,regular,app,RU,94477.46126382126,126
C0107,2025-01-30,4383.602821040845,regular,app,RU,56532.060379392606,150
C0065,2025-04-30,187357.1930490906,opportunistic,manager,RU,61566.57313890205,59
C0026,2025-03-13,9721.086370842255,regular,web,KZ,18333.974251046504,95
C0161,2025-02-23,3902.368813440601,regular,app,RU,74003.19392036954,126
C0396,2025-06-23,9574.147579499608,regular,app,KZ,63332.172912899565,1
C0039,2025-02-01,4226.578159016234,regular,app,RU,40600.123215367676,145
C0136,2025-03-31,12586.225793952772,regular,app,RU,40609.90938605977,84
C0273,2025-01-18,4654.810999543886,regular,app,RU,128912.01034395119,157
C0016,2025-06-24,21090.95054756833,regular,manager,RU,73734.55681536577,0
C0249,2025-01-31,5763.900108694413,regular,web,RU,55783.52272481387,149
C0294,2025-05-31,10762.200018634705,regular,app,RU,,29
C0273,2025-03-31,14191.974994544666,regular,app,RU,128912.01034395119,85
C0213,2025-01-25,5343.785050889991,regular,app,RU,75577.42042288934,141
C0199,2025-02-24,7541.769831081139,regular,web,RU,98019.14203306024,122
C0350,2025-02-02,17008.668672787742,regular,app,AM,72183.40831187136,144
C0373,2025-02-24,11382.423634986917,regular,app,RU,94070.00566845604,124
C0072,2025-06-14,4038.0570379138767,regular,web,RU,41559.708530966964,15
C0048,2025-05-12,14695.50586051373,regular,app,RU,24173.246782879014,48
C0108,2025-04-16,1679.8153718566566,regular,app,RU,84938.35767995643,69
C0355,2025-06-08,22869.762623637773,regular,app,RU,114801.5160405255,12
C0313,2025-04-26,13261.66282762917,regular,app,RU,40001.1761448378,61
C0363,2025-04-15,28704.93002687133,regular,app,RU,53936.128335688154,58
C0026,2025-03-15,8395.024999157265,regular,app,KZ,18333.974251046504,93
C0142,2025-03-23,4734.265137268544,regular,web,RU,71133.75089158732,90
C0391,2025-04-04,7359.034102604473,opportunistic,manager,RU,36264.36096006157,73
C0264,2025-06-27,3984.9580471407858,regular,app,RU,53382.85082631906,0
C0315,2025-06-11,26704.582489202578,regular,web,BY,122043.30752195237,10
C0195,2025-04-05,3642.949673780155,regular,manager,RU,17580.452648123697,66
C0118,2025-06-17,216909.20658820568,opportunistic,manager,RU,28958.617270561706,12
C0093,2025-05-24,3754.7325490525177,regular,app,RU,66402.26752134197,32
C0336,2025-04-01,37452.51422008016,opportunistic,web,AM,123057.91430420888,84
C0260,2025-03-10,91702.61406346314,opportunistic,manager,RU,,67
C0206,2025-06-02,9429.314405079505,regular,app,RU,75884.66245476011,26
C0065,2025-06-02,54257.878112820006,opportunistic,manager,RU,61566.57313890205,26
C0320,2025-06-20,4386.185861430916,new,app,RU,38685.59746168196,0
C0259,2025-04-08,4371.689756817105,regular,manager,KZ,54966.058792712574,80
C0009,2025-06-04,11772.991046850178,regular,manager,KZ,97350.63118258487,25
C0367,2025-01-31,27824.52013889975,opportunistic,app,RU,37862.35599077226,145
C0364,2025-05-20,4295.535066533487,regular,app,RU,,38
C0378,2025-01-25,3810.378851580555,regular,manager,BY,93929.37563679303,154
C0200,2025-06-13,16685.838813735107,regular,app,RU,198493.78958835345,11
C0316,2025-04-01,6336.848132493003,regular,app,RU,57827.32199477627,87
C0148,2025-05-16,5905.219896546198,regular,app,RU,84862.16854841373,38
C0268,2025-05-16,19635.41942596202,regular,manager,KZ,36060.11248799635,37
C0153,2025-06-10,14603.504470503703,regular,app,RU,17732.54325367211,19
C0039,2025-05-06,15773.445940200567,regular,app,RU,40600.123215367676,51
C0389,2025-01-04,5443.922466974068,regular,manager,RU,,175
C0149,2025-03-25,6458.3276995994,regular,web,BY,27968.453975938126,89
C0061,2025-05-07,70632.17553731157,opportunistic,manager,RU,119011.13380630473,44
C0255,2025-01-13,18233.912547476604,regular,web,AM,29087.88109205289,167
C0315,2025-02-22,22133.35029381517,regular,web,BY,122043.30752195237,119
C0091,2025-02-05,12463.035875238653,regular,app,RU,118790.6932272385,126
C0093,2025-05-18,449122.84946562204,regular,app,RU,66402.26752134197,38
C0284,2025-04-06,17632.406358643646,regular,app,RU,16145.402480594568,77
C0261,2025-03-06,7870.669927808336,regular,app,RU,92817.5689867,115
C0290,2025-05-30,3805.645439835312,regular,app,RU,80189.09743512764,26
C0005,2025-05-13,13654.086983524614,regular,app,RU,,46
C0264,2025-02-19,15037.565526332639,regular,app,RU,53382.85082631906,128
C0109,2025-06-26,21871.366930922573,regular,app,RU,55839.111146692514,0
C0304,2025-02-19,11270.686804142022,regular,app,AM,52384.94132499481,128
C0197,2025-06-24,50214.4893821085,opportunistic,manager,RU,,0
C0373,2025-01-01,18822.77625320396,regular,app,RU,94070.00566845604,178
C0364,2025-06-20,13270.602345853416,regular,web,RU,40488.69823107142,7
C0275,2025-02-17,30813.31797292782,opportunistic,manager,RU,26092.952637370763,102
C0157,2025-02-01,6530.451723841853,regular,app,RU,75827.495673324,146
C0271,2025-02-12,17565.933010914083,regular,app,RU,41028.573339414696,128
C0225,2025-01-21,23654.185762021767,regular,manager,RU,37463.80596379556,152
C0310,2025-05-18,8582.822382232189,regular,app,RU,43030.78274384195,42
C0012,2025-02-06,9259.205389835786,new,app,RU,75061.74014172595,127
C0205,2025-06-06,8166.029469147548,regular,app,AM,33782.36257951558,20
C0288,2025-05-30,10746.858274347976,regular,web,KZ,,24
C0126,2025-01-09,14349.429264229064,regular,web,KZ,56188.76756509697,170
C0140,2025-02-08,37512.4188338889,regular,app,AM,51875.679615003515,138
C0254,2025-02-16,18155.72229667265,regular,web,RU,88298.5580564642,120
C0271,2025-01-24,10923.44483580926,regular,app,RU,41028.573339414696,147
C0257,2025-04-28,24253.976792659523,opportunistic,manager,RU,204633.6814809772,43
C0153,2025-04-01,8289.251645837307,regular,app,RU,,89
C0052,2025-05-10,30179.251149686945,regular,app,KZ,36740.54430792383,50
C0337,2025-06-26,8291.960362462838,regular,app,RU,18875.011531273616,0
C0276,2025-05-12,17942.519061089748,regular,web,RU,65535.05343619635,46
C0249,2025-06-07,13096.385358158914,regular,app,RU,55783.52272481387,22
C0134,2025-04-22,10215.959925930503,regular,app,RU,162091.34627439242,67
C0108,2025-06-16,25827.579752080423,regular,web,RU,84938.35767995643,8
C0231,2025-04-30,5624.9781607031555,regular,manager,RU,97988.07583193238,60
C0306,2025-02-19,9620.838292617078,regular,app,RU,57805.035774570744,123
C0308,2025-03-08,35857.61437402921,opportunistic,manager,RU,19178.06563577975,91
C0163,2025-02-22,4576.826589459005,regular,app,RU,97613.13102034428,127
C0359,2025-03-24,4993.2686056115235,regular,app,RU,69875.41513535524,97
C0095,2025-03-12,8623.638788556009,regular,app,RU,74809.02849203724,96
C0154,2025-06-14,148335.48542293292,opportunistic,manager,RU,42932.69018429909,0
C0196,2025-03-21,6618.748263519949,regular,app,RU,35031.704974799344,97
C0259,2025-06-11,24435.64655140748,regular,app,KZ,54966.058792712574,16
C0200,2025-03-15,35633.24802233395,regular,app,RU,198493.78958835345,101
C0125,2025-02-14,21100.07232216245,regular,app,RU,28042.399336962837,121
C0192,2025-01-01,2510.973327956275,regular,app,RU,131448.77247629315,172
C0124,2025-03-13,13029.521784732755,regular,manager,RU,85459.18010301342,90
C0002,2025-04-16,10060.264356395475,regular,web,RU,88283.04157880397,63
C0080,2025-05-29,52527.945717192975,opportunistic,app,AM,,28
C0319,2025-05-06,9638.537733600713,regular,web,BY,117835.57409004774,36
C0227,2025-05-20,8715.56546519567,regular,app,RU,,36
C0313,2025-05-10,11503.30981841752,regular,app,RU,40001.1761448378,47
C0269,2025-01-10,3078.9176295545876,regular,app,BY,91399.24908804016,161
C0095,2025-02-13,13332.563014489962,regular,manager,RU,74809.02849203724,123
C0142,2025-06-01,36897.35021142611,regular,app,RU,71133.75089158732,20
C0051,2025-06-26,1900.284287019324,regular,app,AM,49333.31383761302,2
C0015,2025-05-03,6490.510368879256,regular,manager,RU,59946.85642054766,54
C0196,2025-02-17,14435.948613965387,regular,app,RU,35031.704974799344,129
C0350,2025-05-29,11391.61538048187,regular,web,AM,72183.40831187136,28
C0120,2025-04-03,19607.78780839037,opportunistic,manager,RU,49073.64807561081,69
C0316,2025-01-01,12939.872831074828,regular,manager,RU,57827.32199477627,177
C0341,2025-03-10,19407.828024004262,regular,app,RU,77297.95977305167,104
C0190,2025-05-30,5704.002323615205,regular,app,RU,29728.08893128601,24
C0355,2025-03-08,16692.768714185735,regular,web,RU,114801.5160405255,104
C0278,2025-05-08,7018.121378497381,regular,app,RU,54814.63414542244,47
C0142,2025-06-21,9871.677546369474,regular,app,RU,71133.75089158732,0
C0086,2025-03-05,10797.509332304831,regular,app,RU,52897.26789986734,110
C0222,2025-06-21,5719.816049277883,regular,app,RU,84664.75261477451,3
C0314,2025-03-24,7491.170547026986,regular,web,BY,59242.379815333625,90
C0103,2025-05-11,11290.141055805725,regular,app,RU,41425.609103306146,47
C0362,2025-01-02,19172.779571979143,regular,app,RU,87900.75427160058,169
C0269,2025-03-21,6028.460008994748,regular,app,BY,91399.24908804016,91
C0176,2025-03-15,22087.5442969029,regular,app,RU,79527.83146299052,99
C0348,2025-05-29,3764.9715342331156,regular,app,RU,59681.71404088037,31
C0345,2025-06-21,17310.1101871836,opportunistic,app,RU,,0
C0014,2025-05-10,46727.64370222244,opportunistic,web,RU,,21
C0335,2025-04-07,15307.555079502967,regular,web,RU,,45
C0363,2025-05-22,3047.2674906811912,regular,web,RU,53936.128335688154,21
C0051,2025-06-01,39493.15946059006,regular,app,AM,49333.31383761302,27
C0218,2025-05-04,9825.175924662679,regular,web,AM,46855.648918213476,56
C0278,2025-02-26,6823.658607843448,regular,app,RU,54814.63414542244,118
C0005,2025-05-17,4021.9601627249453,regular,app,RU,18572.608441914028,42
C0149,2025-05-09,19238.917494002624,regular,web,BY,27968.453975938126,44
C0213,2025-04-16,30743.41846370922,regular,app,RU,75577.42042288934,60
C0278,2025-03-12,16775.00661824568,regular,web,RU,54814.63414542244,104
C0268,2025-01-26,11131.315144048052,regular,app,KZ,36060.11248799635,147
C0074,2025-06-04,231453.05318391247,regular,manager,RU,65236.56695866103,25
C0278,2025-02-11,19370.00239302695,regular,app,RU,54814.63414542244,133
C0047,2025-02-13,4662.029607388993,regular,web,KZ,61568.2960255891,120
C0294,2025-01-19,14151.72083755717,regular,app,RU,60366.5026649566,161
C0136,2025-04-21,12042.085847806406,regular,app,RU,40609.90938605977,63
C0103,2025-06-25,8033.831826955614,regular,web,RU,41425.609103306146,2
C0396,2025-04-06,1632.3387460085353,regular,app,KZ,63332.172912899565,79
C0015,2025-06-07,12977.09436700805,regular,web,RU,59946.85642054766,19
C0059,2025-04-01,10920.299726922854,regular,app,RU,,84
C0364,2025-06-24,5387.779462699659,regular,app,RU,40488.69823107142,3
C0148,2025-04-05,10674.449451896427,regular,web,RU,84862.16854841373,79
C0264,2025-03-04,30701.704822856478,regular,app,RU,53382.85082631906,115
C0094,2025-05-11,13334.975623297723,regular,app,RU,276155.8197288189,34
C0379,2025-05-07,23468.182104575175,regular,app,AM,79812.48895604689,52
C0237,2025-05-21,20465.887613011302,regular,web,RU,76718.82517000394,15
C0375,2025-04-10,7140.538923419374,regular,app,RU,131572.8404314726,80
C0166,2025-05-17,13223.122659406929,regular,app,KZ,,39
C0337,2025-01-11,19434.452421241083,regular,app,RU,18875.011531273616,166
C0389,2025-01-28,27847.86855536287,regular,web,RU,66611.28251620958,151
C0356,2025-05-18,3738.0044297766713,regular,app,RU,127166.025780776,41
C0128,2025-03-24,10616.951968811793,regular,web,RU,,97
C0068,2025-01-13,15583.938609974784,regular,manager,RU,207386.4605822518,165
C0237,2025-01-03,1579.4140200641286,regular,app,RU,76718.82517000394,153
C0222,2025-01-29,10308.037625520627,regular,manager,RU,84664.75261477451,146
C0355,2025-03-20,4414.716562264459,regular,app,RU,114801.5160405255,92
C0140,2025-03-06,4301.605932505018,regular,manager,AM,,112
C0372,2025-01-25,6387.1391389205655,regular,app,BY,105901.06925376512,155
C0110,2025-06-24,18919.668187734565,new,manager,RU,110696.87833823301,0
C0236,2025-02-17,240787.461208073,opportunistic,manager,RU,67350.06996628096,117
C0085,2025-06-24,7031.194188741531,regular,app,RU,80116.70385635352,0
C0186,2025-02-12,33013.450314811016,opportunistic,manager,RU,,103
C0012,2025-04-20,3476.2054215535486,new,app,RU,75061.74014172595,54
C0348,2025-02-20,9024.931961553548,regular,app,RU,59681.71404088037,129
C0304,2025-03-03,11571.257415367598,regular,web,AM,52384.94132499481,116
C0086,2025-05-14,21357.053432762797,regular,app,RU,52897.26789986734,40
C0109,2025-04-19,13755.429998288619,regular,app,RU,55839.111146692514,68
C0136,2025-02-06,16887.287904182216,regular,app,RU,40609.90938605977,137
C0377,2025-04-20,2713.622803590945,new,manager,AM,99409.98397125145,59
C0345,2025-03-20,27765.332365004117,opportunistic,manager,RU,84651.45232171354,93
C0150,2025-03-20,14039.608170443564,regular,app,RU,93958.54905131078,101
C0103,2025-05-02,4489.06805705254,regular,app,RU,41425.609103306146,56
C0348,2025-02-13,-7487.254067143038,regular,web,RU,59681.71404088037,136
C0099,2025-04-13,4531.119893902499,regular,app,BY,64136.52177165041,77
C0398,2025-05-14,5904.692248509183,regular,manager,RU,108208.7305003528,40
C0194,2025-01-29,27330.55145852549,opportunistic,manager,RU,80813.54655267524,151
C0232,2025-05-16,12473.37565767694,regular,web,RU,75576.78867544084,44
C0303,2025-04-01,13456.48526216854,regular,web,RU,51412.557388166,72
C0396,2025-04-02,11332.939694222216,regular,app,KZ,63332.172912899565,83
C0399,2025-06-13,8328.722548492093,regular,app,RU,66589.02089418373,14
C0310,2025-01-15,7800.747034961249,regular,app,RU,43030.78274384195,165
C0026,2025-03-31,2854.187955704866,regular,web,KZ,18333.974251046504,77
C0207,2025-04-15,25385.3775566666,regular,app,BY,180180.49328698896,70
C0088,2025-03-27,14608.625113747461,regular,app,RU,73271.65445707022,89
C0252,2025-05-09,7865.073698296181,new,web,RU,,0
C0392,2025-03-19,3728.845599026417,regular,app,RU,82318.01174628778,92
C0312,2025-04-03,6034.975900773659,regular,manager,RU,38948.629151541485,82
C0088,2025-05-07,10973.553811543867,regular,manager,RU,,48
C0239,2025-02-13,10172.837446639503,regular,app,RU,85744.30607535798,132
C0152,2025-06-25,5624.616457557838,new,web,RU,124404.91440912963,2
C0205,2025-03-25,20636.69868754388,regular,app,AM,33782.36257951558,93
C0128,2025-05-17,6718.27054207484,regular,app,RU,63110.63911316603,43
C0310,2025-06-17,10251.415563075243,regular,app,RU,43030.78274384195,12
C0381,2025-04-24,1133541.262175136,opportunistic,app,RU,,58
C0162,2025-02-05,4029.6873746971846,new,app,RU,37998.622077448264,131
C0308,2025-04-27,73221.21181270352,opportunistic,web,RU,19178.06563577975,41
C0131,2025-06-23,7487.793874218324,regular,app,RU,,6
C0172,2025-01-10,9658.520152421495,regular,app,RU,37505.97494683757,165
C0083,2025-06-29,18741.649529552124,opportunistic,manager,RU,,0
C0094,2025-05-06,6946.4118648066005,regular,app,RU,276155.8197288189,39
C0234,2025-01-30,71868.08972028657,opportunistic,manager,RU,,138
C0010,2025-03-07,7014.795260758998,regular,web,RU,71398.54626114802,111
C0099,2025-01-31,4959.727362774805,regular,app,BY,64136.52177165041,149
C0235,2025-02-21,20472.421099817864,new,app,RU,51929.440784330545,93
C0188,2025-02-02,10298.73563622424,regular,app,RU,40342.7858121426,145
C0287,2025-02-02,4750.995247463802,regular,app,KZ,44683.913853316626,137
C0219,2025-04-24,3138.397286429959,new,app,RU,46623.57503810979,0
C0145,2025-06-29,10412.576536009736,regular,app,RU,54231.990145770134,0
C0268,2025-01-16,7101.447573447781,regular,app,KZ,36060.11248799635,157
C0230,2025-05-13,28616.04165692274,regular,app,RU,32681.058632895285,47
C0302,2025-02-21,16087.21367945015,regular,web,KZ,150859.75994505777,124
C0189,2025-03-15,23603.553294299592,opportunistic,manager,RU,73453.94322932605,104
C0315,2025-01-20,2745.7917399017338,regular,app,BY,122043.30752195237,152
C0047,2025-02-16,11792.374477842495,regular,app,KZ,61568.2960255891,117
C0366,2025-03-23,4377.483170406294,regular,app,RU,56128.80472027171,93
C0090,2025-06-08,7083.114011754017,regular,app,RU,,14
C0098,2025-06-27,10968.75713075064,regular,app,BY,91073.97819474443,0
C0335,2025-02-06,10230.781481123338,regular,web,RU,62761.78101883521,105
C0093,2025-05-29,9868.220719648352,regular,manager,RU,66402.26752134197,27
C0088,2025-02-16,1649.2211144395424,regular,web,RU,73271.65445707022,128
C0124,2025-01-06,23786.142302614044,regular,app,RU,85459.18010301342,156
C0005,2025-03-27,3150.0566824284115,regular,app,RU,18572.608441914028,93
C0352,2025-03-11,7580.260205095264,regular,app,RU,103141.23639450001,108
C0125,2025-03-31,9834.143924197278,regular,app,RU,28042.399336962837,76
C0315,2025-02-17,6522.681675326855,regular,web,BY,122043.30752195237,124
C0188,2025-02-04,11745.028505134333,regular,app,RU,40342.7858121426,143
C0074,2025-05-05,4819.345895329087,regular,web,RU,65236.56695866103,55
C0281,2025-01-21,7950.675517556331,regular,web,RU,27211.30833168933,155
C0038,2025-06-04,12176.013074941176,regular,app,AM,29310.61212769585,0
C0183,2025-05-19,10867.133525038538,regular,app,BY,89467.91572353024,40
C0106,2025-02-01,24611.007049590906,opportunistic,app,KZ,80950.43024024995,57
C0161,2025-06-18,12615.058976101609,regular,app,RU,74003.19392036954,11
C0389,2025-04-19,3582.098756571452,regular,web,RU,66611.28251620958,70
C0153,2025-03-10,6237.342407750253,regular,app,RU,17732.54325367211,111
C0205,2025-06-26,10418.05201259782,regular,web,AM,33782.36257951558,0
C0207,2025-02-28,14872.160335679973,regular,app,BY,180180.49328698896,116
C0060,2025-04-19,3919.040769828209,regular,app,AM,29369.97581505382,70
C0204,2025-06-22,3227.3501661735045,regular,web,RU,160510.37828520167,4
C0358,2025-04-25,39867.60311033857,opportunistic,app,RU,23791.66352877686,50
C0131,2025-06-04,7696.764431602647,regular,web,RU,95566.66157831959,25
C0203,2025-05-11,21245.022774696292,regular,app,RU,75319.67008401135,39
C0330,2025-03-17,119489.82614748205,regular,app,RU,33903.04091126527,102
C0017,2025-03-15,48732.56014701868,opportunistic,app,RU,,101
C0119,2025-05-15,3924.7429211359677,regular,app,RU,12958.52483784047,44
C0223,2025-01-20,40599.49018317325,opportunistic,web,RU,,160
C0373,2025-03-03,10763.490851848523,regular,web,RU,94070.00566845604,117
C0369,2025-06-07,6662.86391211993,regular,app,RU,176635.3330683661,17
C0086,2025-02-02,24414.53348843334,regular,app,RU,52897.26789986734,141
C0187,2025-02-16,7228.401320322734,regular,web,RU,76429.16908843287,116
C0028,2025-03-20,12900.837705943977,regular,manager,RU,99926.3451265315,73
C0196,2025-01-20,7649.174394166209,regular,app,RU,35031.704974799344,157
C0270,2025-01-30,19158.572598535422,regular,app,RU,78878.98685669352,130
C0126,2025-03-10,3683.4503831175894,regular,web,KZ,56188.76756509697,110
C0366,2025-04-13,26614.763895218974,regular,app,RU,56128.80472027171,72
C0218,2025-04-29,4554.648767845854,regular,app,AM,46855.648918213476,61
C0112,2025-02-23,8882.281033742487,regular,app,KZ,55018.014532175854,111
C0108,2025-02-10,31319.802040310795,regular,web,RU,84938.35767995643,134
C0061,2025-04-29,74658.75321198009,opportunistic,web,RU,119011.13380630473,52
C0204,2025-03-09,18558.669124354998,regular,web,RU,160510.37828520167,109
C0119,2025-02-15,21836.419845892367,regular,app,RU,12958.52483784047,133
C0161,2025-05-16,5674.109035123177,regular,web,RU,74003.19392036954,44
C0264,2025-03-31,34252.93822691559,regular,app,RU,53382.85082631906,88
C0382,2025-03-15,7676.57869307631,new,app,RU,48732.15814332951,105
C0138,2025-02-01,13389.243374017926,regular,app,RU,59561.26986369458,144
C0035,2025-05-13,9479.001631358587,regular,app,RU,69610.42796192828,47
C0015,2025-04-08,14024.28928146577,regular,app,RU,59946.85642054766,79
C0323,2025-03-04,4093.7957565000816,regular,app,RU,58580.38170655148,107
C0323,2025-04-08,5625.8353318799145,regular,app,RU,58580.38170655148,72
C0090,2025-02-03,19516.997141035295,regular,app,RU,54907.642961464815,139
C0244,2025-01-28,14382.576767287133,regular,app,RU,,146
C0284,2025-02-22,7836.818644805717,regular,app,RU,16145.402480594568,120
C0165,2025-02-01,72156.157051965,opportunistic,app,BY,,146
C0035,2025-01-24,5196.190139849516,regular,web,RU,,156
C0225,2025-01-11,3328.727514052105,regular,manager,RU,37463.80596379556,162
C0267,2025-05-15,3458.4080247365173,regular,web,BY,165601.26935907674,41
C0329,2025-04-22,22603.87848713643,opportunistic,manager,RU,58930.878904385274,35
C0001,2025-04-22,15902.33458532722,opportunistic,app,AM,84271.59478632447,38
C0025,2025-02-10,48422.21362787332,opportunistic,manager,RU,29284.04277341049,134
C0127,2025-03-03,10935.543029105536,regular,app,RU,69892.42897742578,118
C0396,2025-06-24,8342.064895267697,regular,app,KZ,63332.172912899565,0
C0209,2025-04-18,8218.068170246293,regular,app,RU,32709.208941189918,72
C0099,2025-03-06,40411.3281452612,regular,app,BY,64136.52177165041,115
C0134,2025-03-26,48626.77194197603,regular,app,RU,162091.34627439242,94
C0031,2025-01-20,52366.18352137838,opportunistic,app,RU,120459.5900263173,137
C0018,2025-01-01,22968.76582960981,regular,web,RU,53286.71637060531,165
C0111,2025-03-19,2391.2831813724474,regular,web,RU,24166.59661985463,101
C0276,2025-04-30,11407.10845642072,regular,app,RU,65535.05343619635,58
C0183,2025-04-07,12387.049803331767,regular,app,BY,89467.91572353024,82
C0243,2025-01-05,431326.6325348511,regular,manager,RU,37334.670245607726,172
C0009,2025-06-29,6806.49146665873,regular,app,KZ,97350.63118258487,0
C0202,2025-03-17,4145.85355269012,new,app,KZ,41747.51166870158,92
C0396,2025-05-11,5140.216513749306,regular,app,KZ,63332.172912899565,44
C0345,2025-01-23,64186.33619209796,opportunistic,manager,RU,,149
C0376,2025-01-15,9144.025660320622,regular,manager,RU,93850.10197362199,160
C0062,2025-05-07,3864.9378609671803,regular,app,RU,55142.80232839496,50
C0232,2025-01-08,21526.27895589481,regular,manager,RU,75576.78867544084,172
C0251,2025-01-02,62233.64491325036,opportunistic,web,RU,59607.81016099394,158
C0253,2025-01-26,11206.83163772925,regular,app,RU,91013.09064201491,143
C0125,2025-03-19,12488.075110070244,regular,web,RU,28042.399336962837,88
C0199,2025-01-29,4517.285101728023,regular,web,RU,98019.14203306024,148
C0089,2025-06-03,12652.86662135329,regular,app,BY,93017.61049185187,10
C0290,2025-01-04,2788.720637542197,regular,app,RU,80189.09743512764,172
C0317,2025-04-01,61160.19564924437,regular,app,RU,37535.87622140273,83
C0027,2025-06-09,9022.972922345269,regular,web,RU,45567.70668624445,2
C0265,2025-02-21,11032.347303451612,new,web,RU,182828.4859550718,0
C0124,2025-03-11,1706.756038779963,regular,web,RU,85459.18010301342,92
C0031,2025-05-25,27341.42207832351,opportunistic,manager,RU,,12
C0254,2025-04-17,15557.2417790582,regular,app,RU,88298.5580564642,60
C0253,2025-05-27,11827.288192520604,regular,web,RU,91013.09064201491,22
C0306,2025-04-21,13321.264630239399,regular,app,RU,57805.035774570744,62
C0254,2025-06-16,3121.9287402752793,regular,app,RU,88298.5580564642,0
